market_type,assets_id,assets_short_cn_name,assets_full_cn_name,party_short_cn_name,party_short_en_name,party_full_cn_name,party_full_en_name,party_url,description,location,founding_time,listing_time,section_tags,stakeholders
美股,AIRTW.NASDAQ,AIR T优先股权证,AIR T优先股权证,,,,"Air T, Inc.",http://www.airt.net,"Air T, Inc. is a holding company, which engages in the provision of overnight air freight service to the express delivery industry, manufactures and sells aircraft deicers and other industrial equipment, and provides ground support equipment and facilities maintenance to airlines. It operates through the following segments: Overnight Air Cargo, Ground Equipment Sales, Ground Support Services, Printing Equipment & Maintenance, Commercial Aircrafts Engines & Parts, Printing Equipment & Maintenance and Corporate & Other. The Overnight Air Cargo segment operates in the air express delivery services industry. The Ground Equipment Sales segment manufactures and provides mobile deicers and other specialized equipment products to passenger and cargo airlines, airports, the military and industrial customers. The Ground Support Services segment offers ground support equipment maintenance and facilities maintenance services to domestic airlines and aviation service providers. The Commercial Aircrafts, Engines & Parts segment manages and leases aviation assets, supplies surplus and aftermarket commercial jet engine components, provides commercial aircraft disassembly, part-out services, commercial aircraft parts sales. The Printing Equipment & Maintenance segment designs, manufactures and sells advanced digital print production equipment and provides maintenance services to commercial customers. The Corporate & Other segment acts as the capital allocator and resource for other segments. Air T was founded in 1980 and is headquartered in Denver, NC.",5930 Balsom Ridge Road  Denver,,,,
美股,AIT.NYSE,应用工业技术,应用工业技术公司,,,,"Applied Industrial Technologies, Inc.",http://www.applied.com,应用工业技术公司销售工业产品，并支持维护，维修和运营需求，同时支持原始设备，其主要地区是在美国，加拿大，澳大利亚，新西兰，墨西哥，波多 黎各。该公司生产轴承，动力传动元件，流体动力元件和系统，工业用橡胶制品，直线运动部件，工具，安全产品，和其他工业用品和流体动力产品，如液压，气动，润滑，过滤组件系统。应用工业技术公司成立于1923年，总部设在俄亥俄州克利夫兰。,俄亥俄州克利夫兰应用广场1号,1923-12-31,1965-01-11,机械-多元,
美股,AIV.NYSE,公寓管理,公寓投资管理公司,,,公寓投资与管理公司,Apartment Investment & Management Co.,http://www.aimco.com,"公寓投资管理公司(阿尔伯塔投资管理公司)成立于1994年1月10日,是一个自行管理的和自我管理的房地产投资信托(REIT)。该公司从事所有权和操作的一个投资组合。通过其全资子公司,AIMCO gp,,它拥有AIMCO lp多数利益在阿尔伯塔投资管理公司性质、石油醚,它是指为阿尔伯塔投资管理公司运营伙伴关系。",4582 South Ulster Street Suite 1100 Denver,1994-01-10,1994-07-22,住宅房地产投资信托,
美股,AIW.NYSE,AI高级债,AI高级债(2023),,,,Arlington Asset Investment Corp.,http://www.arlingtonasset.com,"Arlington Asset Investment Corp. engages in the acquisition and holding a portfolio of residential mortgage-backed securities. Its portfolio consists of agency mortgage-backed securities and mortgage credit investments. The company was founded by Eric Francis Billings and William Russel Ramsey in 1989 and is headquartered in McLean, VA.",6862 Elm Street Suite 320 McLean,,,,
美股,AIZ.NYSE,艾斯兰,艾斯兰公司,,,艾斯兰公司,"Assurant, Inc.",http://www.assurant.com,艾斯兰公司（Assurant）是一家在北美和全球市场提供专门的保险产品及相关服务的公司。该公司有四个分部：安信龙解决方案，Assurant特色物业，Assurant健康，以及Assurant员工福利。分部所提供的产品包括保证和服务合同，前期资助的葬礼保险，贷款人家庭财产保险，制造住房家庭财产保险，个人健康和小雇主团体健康保险，牙科组，残疾，寿险及员工资助自愿福利。 2011年6月21日，本公司收购SureDeposit，提供安全存款替代品。,公司地址纽约市 1000 大通一楼541P：1212.8597000F：1302.6555049,2004-02-04,2004-02-05,保险,
美股,AJG.NYSE,亚瑟加拉格尔,亚瑟加拉格尔有限公司,,,亚瑟加拉格尔公司,Arthur J. Gallagher & Co.,http://ajg.com,阿瑟J.加拉格尔有限公司，是世界上最大的保险经纪和风险管理服务公司之一，提供了全球范围的零售及批发的财产/意外（P / C）的经纪和替代风险转移服务，以及雇员福利经纪，咨询，保险精算服务。加拉格尔还为世界各地的客户提供索赔和信息管理，风险控制咨询和评估服务。亚瑟•加拉格尔有限公司始建于1927年，总部设在伊利诺伊州的艾塔斯卡。,美国伊利诺伊州艾塔斯卡皮尔斯广场二期,1927-12-31,1984-06-20,保险,
美股,AKAM.NASDAQ,阿克迈技术,阿克迈技术,,,阿卡迈技术公司,"Akamai Technologies, Inc.",http://www.akamai.com,Akamai为网络创造了一个数字化的操作环境。我们的全球平台由数千台特殊配置的服务器组成，能够经受互联网上每天大量的动态和交互式内容、交易和应用请求的冲击。在分发这些请求时，Akamai可以探测并回避互联网上的问题点和漏洞，确保网站的最佳运行状态、媒体文件和软件的流畅下载以及应用程序的可靠运行。世界上有数百家企业使用我们的全球平台来进行销售、发布产品、提供娱乐内容、营销、宣传、分发软件，以及开展在线业务等。通过我们的EdgeControl，他们还可以全面了解全球的互联网状况，并使用各种工具来管理在线业务。借助Akamai的托管服务，您无需建造或配置额外的基础设施。 仅需数天时间，我们就可以将您的业务整合到我们的平台上。现在，Akamai每天为奥迪、NBC和富士通等公司以及纳斯达克等机构处理数百亿的网络互动交易，提供全新的业务模式来服务不断变化的在线经济。,美国麻省坎布里奇市坎布里奇中心8号，邮编02142,1998-08-20,1999-10-29,软件,
美股,AKR.NYSE,阿卡迪亚房地产信托,阿卡迪亚房地产信托,,,阿卡迪亚不动产信托,Acadia Realty Trust,http://www.acadiarealty.com,公司简介（中文）阿卡迪亚房地产信托，是一家房地产投资信托基金（REIT），主要从事的所有权，收购，重建，以及在美国的零售物业管理。零售物业包括街道和社区购物中心和零售的混合用途物业。阿卡迪亚房地产信托成立于1964年，总部设在纽约州怀特普莱恩斯，。,美国纽约州怀特普莱恩斯马马罗内克街1311,1993-03-04,1993-05-27,房地产信托投资基金,
美股,AKRX.NASDAQ,艾克隆,艾克隆公司,,,,"Akorn, Inc.",http://www.akorn.com,艾克隆公司是一个生物制药公司，从事多源化和品牌化医药产品的开发，制造和销售。其医药产品在美国和整个全球各地销售，主要是眼科领域用药，解毒药，抗感染药，受控物质疼痛管理和麻醉。我们的客户包括医师，验光师，医院，手术中心，诊所，长期护理，批发商，集团采购机构，零售药店及其他药品公司。艾克隆公司始建于1971年，总部设在伊利诺伊州森林湖。公司地址（中文）：伊利诺伊州森林湖西场法庭1925,伊利诺伊州森林湖西场法庭1925,,,生物技术和制药,
美股,AKS.NYSE,AK钢铁控股公司,AK钢铁控股公司,,,,AK Steel Holding Corp.,http://www.aksteel.com,AK钢铁控股公司生产平轧碳，不锈钢，电工钢，管状产品。本公司生产平轧碳钢，包括涂层，冷轧，热轧碳素钢产品，特种不锈钢，电工钢薄板及钢带形式。它还生产碳钢和不锈钢，用于汽车，大卡车，工业，建筑市场，以及购买和销售钢铁及其制品，并从事其他材料的焊接钢管精加工。该公司成立于1993年，总部设在俄亥俄州西切斯特。,美国俄亥俄州西切斯特中心点大道9227,,,钢铁,
美股,AL.NYSE,航空租赁,航空租赁公司,,,航空租赁公司,Air Lease Corp.,http://www.airleasecorp.com,航空租赁公司的使命是与全球航空公司进行合作，进行现代化和发展，咨与询与原始设备制造商（OEM）合作，为他们开发下一代的燃油效率的“绿色”飞机，并为我们的客户继续探索战略性业务解决方案，以支持其成长和成功。该公司成立于2010年，是总部设在美国加利福尼亚州洛杉矶。,美国加利福尼亚州洛杉矶星光大道2000,2010-02-27,2011-04-19,多元化金融服务,
美股,ALB.NYSE,美国雅宝,美国雅宝公司,,,雅宝公司,Albemarle Corp.,http://www.albemarle.com,美国雅宝公司开发，制造，设计和推广特种化学品。该公司的聚合物解决方案业务部提供溴化，矿产，磷系阻燃剂，用于制作消费类电子产品，印刷电路板，电线电缆，电气连接器，纺织品和泡沫保温材料，以及塑料和其他添加剂，如作为硫化剂，抗氧化剂和稳定剂。雅宝公司始建于1993年，总部设在美国路易斯安那州巴吞鲁日。,美国路易斯安那州巴吞鲁日佛罗里达州街451号,1993-12-31,1994-02-22,化学制品,
美股,ALC.NYSE,爱尔康,爱尔康,,,,"Alcon, Inc.",http://www.alcon.com,爱尔康公司是全球最大的眼科药品与医疗器械专业公司，主要经营眼部医药品、眼科手术设备装置、隐形眼镜相关护理产品的研发、生产和营销。,美国威斯康星梅诺莫尼福尔斯莉莉路N8981,2018-09-21,2019-04-09,卫生保健设施,
美股,ALCO.NASDAQ,阿利科,阿利科公司,,,阿里科公司,"Alico, Inc.",http://www.alicoinc.com,ALICO是佛罗里达州一家农业综合企业和土地管理公司，因其在柑桔，甘蔗，牛，和节约资源方面的成就和创新而闻名。该公司成立于1960年，总部设在佛罗里达州迈尔斯堡。,佛罗里达州迈尔斯堡丹尼尔斯州际法院10070,1960-02-02,1978-01-06,农业,
美股,ALE.NYSE,埃立特,埃立特公司,,,阿里特公司,"ALLETE, Inc.",http://www.allete.com,"埃立特公司（ALLETE，NYSE：ALE）是上中西部地区一家具有可靠的价格竞争力的能源供应商，并在美国运输公司拥有战略投资。埃立特公司的明尼苏达州电力站为144,000名居民，16个直辖市和一些全国最大的工业客户提供服务。公司始建于1906年，总部设在明尼苏达州德卢斯。",美国明尼苏达州德卢斯高级街30号,1906-12-31,2004-09-09,电力,
美股,ALEX.NYSE,亚历山大与鲍德温,亚历山大与鲍德温公司,,,亚历山大&鲍德温公司,"Alexander & Baldwin, Inc.",http://www.alexanderbaldwin.com,公司简介（中文）本公司成立于1870年，注册成立于1900年，亚历山大与鲍德温公司是首屈一指的夏威夷房地产和土地公司。亚历山大与鲍德温公司通过其附属公司，开发和销售不动产。该公司总部设在美国夏威夷檀香山，它的前身。截至2012年6月29日，亚历山大与鲍德温公司是马特森公司前附属公司。,美国夏威夷檀香山主教街822号,1870-12-31,2012-07-02,多样化房地产投资信托,
美股,ALFA.NASDAQ,AlphaClone 另类Alpha ETF,AlphaClone 另类Alpha ETF,,,,AlphaClone Alternative Alpha ETF,,,,,,股权,
美股,ALG.NYSE,阿拉莫集团股份,阿拉莫集团股份有限公司,,,阿拉莫集团公司,"Alamo Group, Inc.",http://www.alamo-group.com,阿拉莫集团是高品质维护设备和农业设备的设计，制造，销售和服务的领导者。我们的产品包括拖拉机和卡车安装割草，植被维修设备，挖掘机，街道清扫车，真空吸污车，除雪设备，农业附件及相关售后市场的零部件和服务。阿拉莫集团有限公司始建于1955年，总部设在德克萨斯州塞金。,美国德克萨斯州塞金东核桃街1627号,1969-12-31,1995-07-28,建筑机械与重型卡车,
美股,ALGN.NASDAQ,阿莱技术,阿莱技术公司,,,艾利科技公司,"Align Technology, Inc.",http://www.aligntech.com,阿莱技术公司主要在美国和国际上经营的一家医疗器械公司。它设计，制造和销售明确定位治疗仪，口腔内的扫描仪，牙科，正畸，牙齿记录存储系统所使用的计算机辅助设计和计算机辅助制造（CAD / CAM）。本公司成立于1997年，总部设在美国加利福尼亚州圣何塞市。,美国加利福尼亚州圣何塞市果园景观道路2560,1997-04-03,2001-01-26,医疗保健用品,
美股,ALGT.NASDAQ,忠诚旅游,忠诚旅游公司,,,忠实旅游公司,Allegiant Travel Co.,http://www.allegiantair.com,忠诚旅游公司通过其附属公司运营，是一家在全美国经营的休闲旅游公司。它提供了有限的频率小城市市场和休闲目的地之间的直达航班，包括拉斯维加斯，内华达州，奥兰多，佛罗里达州，凤凰城，亚利桑那州，坦帕湾/圣航空班机。圣彼得堡，洛杉矶，加利福尼亚州，代尔堡，旧金山湾区，檀香山，毛伊岛，夏威夷和圣迭戈。本公司成立于1997年，是总部设在美国内华达州拉斯维加斯。,美国内华达州拉斯维加斯南杜兰戈大道8360,1997-12-31,2006-12-08,航空公司,
美股,ALJ.NYSE,阿龙美国能源,阿龙美国能源公司,,,,"Alon USA Energy, Inc.",http://www.alonusa.com,美国阿龙能源公司，从事炼油和石油产品销售，主要集中在的美中南，西南和西部地区。该公司分为三个分部：炼油与销售，沥青以及零售。该公司成立于2000年，总部设在得克萨斯州达拉斯。阿龙美国能源公司是阿龙以色列石油有限公司的附属公司,美国得克萨斯州达拉斯中央公园大道12700,,,,
美股,ALK.NYSE,阿拉斯加航空,阿拉斯加航空集团有限公司,,,阿拉斯加航空公司,"Alaska Air Group, Inc.",http://www.alaskaair.com,阿拉斯加航空集团公司，通过其附属公司，提供乘客和货物定期航班运输。它于美国西部、加拿大和墨西哥提供了广泛的南/北服务，并在阿拉斯加提供客运和货运服务，以及在中部大陆和美国东部的夏威夷和17个城市提供东/西长途服务。阿拉斯加航空集团公司成立于1932年，总部设在西雅图，华盛顿。,美国西雅图华盛顿国际大道19300,1985-12-31,1983-02-23,航空公司,
美股,ALKS.NASDAQ,阿克姆斯,阿克姆斯公司,,,阿尔凯默斯股份有限公司,Alkermes Plc,http://www.alkermes.com,阿克姆斯公司是一家综合性的生物技术公司。本公司从事慢性疾病治疗药物的开发，生产和商业化。该公司成立于1987年，总部设在爱尔兰都柏林。,爱尔兰都柏林伯灵顿道1号,1987-12-31,2011-09-19,生物技术和制药,
美股,ALL.NYSE,美国好事达,美国好事达保险公司,,,美国好事达保险公司,The Allstate Corp.,http://www.allstate.com,"创建于1931年的美国好事达保险公司（Aallstate）是美国第二大从事个人险种业务的财险和意外险保险公司, 并跻身于全美最大的15家人寿保险公司的行列。公司的总部设在芝加哥地区。 1997年7月, 好事达北京代表处正式成立。 美国好事达（Allstate）投资控股财团是一家金融风险投资集团，1932年成立并迅速崛起，位居美国十大财团前列。",美国伊利诺伊州诺斯布鲁克，山徳路2775号,1992-11-05,1993-06-03,保险,
美股,ALLT.NASDAQ,艾奥特通讯,艾奥特通讯,,,艾奥特有限公司,Allot Ltd.,http://www.allot.com,"Allot Ltd. engages in the development and provision of network intelligence and security solutions for mobile, fixed service providers, and enterprises. It offers analytics, traffic management, policy control and charging, and service enablement platforms. The company was founded by Yigal Jacoby and Michael Shurman on November 12, 1996 and is headquartered in Hod-Hasharon, Israel.",22 Hanagar Street Neve Ne'eman Industrial Zone B Hod-Hasharon,1996-11-12,2006-11-16,电信,
美股,ALNY.NASDAQ,阿尔尼拉姆制药,阿尔尼拉姆制药公司,,,阿尔尼拉姆制药公司,"Alnylam Pharmaceuticals, Inc.",http://www.alnylam.com,阿尔尼拉姆制药公司是一家生物制药公司，从事RNA干扰（RNAi）技术基础上的新型疗法的研究，开发和推广。其临床或临床前开发的主要方案包括ALN-TTR02和ALN-TTRsc结合的ALN-TTR。本公司始建于2002年，总部设在马萨诸塞州剑桥。,美国马萨诸塞州剑桥三街300号,2003-05-27,2004-05-28,生物技术和制药,
美股,ALOG.NASDAQ,安络杰,安络杰公司,,,,Analogic Corp.,http://www.analogic.com,"安络杰（NASDAQ: ALOG）是一家快速发展的高科技信号与图像处理公司，致力于为全球设备制造商（OEM）和最终用户提供一流的产品与服务。我们在CT、磁共振成像（MRI）、超声、数字X光摄影（DR）、病人监护以及航空安全领域的持续创新在业内享有盛誉，在分子成像与高级运动控制方面的技术实力也在与日俱增。许多在医疗成像领域的知名大型公司都在其产品中采用了我们的高性能成像子系统。这些产品已被全世界大多数大型医疗机构应用于疾病的诊断和治疗。我们先进的机场安检成像系统广泛应用于全球各地的机场，为打造更安全的空中交通作出了巨大贡献。我们的系统具有更卓越的检测性能，有助于提高行李与乘客的吞吐量、为机场与航空公司降低成本，同时也为乘客提供了最大便利。967年由Bernard Gordon创立的安络杰公司始终在以创新技术解决最困难的工程问题。 数十年来，我们的许多客户都非常信赖我们的专业技术。我们提供最全面的设计、开发、制造和测试服务，拥有独一无二的临床知识和产品设计经验。 我们在产品开发和产品的整个使用寿命期间为客户提供支持，帮助他们以更快的速度将产品投放市场并在各自的领域内为其客户提供支持。与我们的竞争者相比，我们的优势之一是：我们的设计、开发、全球供应链管理以及生产过程都在同一个场所完成，这便是我们位于麻萨诸塞州皮博迪总部占地500,000平方英尺的生产基地。公司成立于1967年，总部设在美国马萨诸塞州皮博迪。",美国马萨诸塞州皮博迪世纪大道8,,,,
美股,ALR.NYSE,阿勒尔,阿勒尔公司,,,,"Alere, Inc.",http://www.alere.com,阿勒尔公司在美国和国际上提供疾病的诊断和相关服务，包括心脏病，传染病，毒理学，以及糖尿病。该公司分为三个部分：专业诊断，医疗信息化解决方案和消费者诊断。该公司的前身为因弗内斯医疗创新公司，于2010年7月更名。本公司始建于2001年，总部设在马萨诸塞州沃尔瑟姆。,美国马萨诸塞州沃尔瑟姆 索耶路51号,,,,
美股,ALSK.NASDAQ,阿拉斯加通信系统,阿拉斯加通信系统,,,阿拉斯加通信系统集团公司,"Alaska Communications Systems Group, Inc.",http://www.alaskacommunications.com,"Alaska Communications Systems Group, Inc. engages in the provision of fiber broadband and managed information technology (IT) services. It offers technology and service enabled customer solutions to business and wholesale customers in and out of Alaska. The firm's products and services include broadband, voice and managed IT, access, and high cost support and carrier termination services. The company was founded by James H. Huesgen and Wayne P. Graham in October 1998 and is headquartered in Anchorage, AK.",600 Telephone Avenue  Anchorage,1998-12-31,1999-11-18,综合电信业务,
美股,ALSN.NYSE,艾里逊变速箱,艾里逊变速箱控股公司,,,艾里逊变速箱公司,"Allison Transmission Holdings, Inc.",http://www.allisontransmission.com,"每一天随着车辆的滚动世界进入一个新的开始，随着每个包裹的按时递送，学生被安全准时送到学校，世界又向前迈进了一步。同样是每一天，艾里逊变速箱驱动着车轮，来展示她闻名于世的可靠性、稳定性和出色性能。在全球各地，设备拥有着和操作者在体会着艾里逊自动变速箱给他们带来的益处：生产率的提高、使用成本的降低、驾驶舒适性和安全性。我们设计、开发并生产全球80% 的自动变速箱。因为装有艾里逊自动变速箱的救护车和消防车在接到命令后，总是能够从容并及时地赶到现场。艾里逊变速箱的卓越的性能使城市客车、学校班车、配送车、垃圾车、军车和非公路车辆顺利完成它们每一天的任务。我们已经做好准备去迎接更美好的明天。遍布于世界各地的艾里逊2700多名员工，不断发扬优秀的传统, 追求卓越，富于创新，并致力于生产出无与伦比的产品。艾里逊变速箱- 我们推动着进步该公司成立于1915年，总部设在美国印第安纳州印第安纳波利斯。",美国印第安纳州印第安纳波利斯西10街4700,1915-12-31,2012-03-15,汽车部件与设备,
美股,ALV.NYSE,奥托立夫,奥托立夫,,,奥托立夫公司,"Autoliv, Inc.",http://www.autoliv.com,"Autoliv, Inc. engages in the development, manufacture, and supply of automotive safety systems. It operates through the Passive Safety and Electronics segment. The Passive Safety segment includes airbags, seatbelts, steering wheels, and restrain electronics. The Electronics segment comprises of restraint control systems, brake control systems and active safety. The company was founded by Lennart Lindblad in 1953 and is headquartered in Stockholm, Sweden.",Klarabergsviadukten 70 Section B7 Stockholm,1997-12-31,1997-04-28,汽车制造,
美股,ALX.NYSE,亚历山大,亚历山大公司,,,亚历山大公司,"Alexander's, Inc.",http://www.alx-inc.com,亚历山大公司，房地产投资信托基金（REIT），从事大纽约市大都会区物业的租赁，管理，开发和重建。公司的物业包括写字楼、零售空间和购物中心。它拥有七个物业，包括经营性物业和开发物业。本公司始建于1955年，总部设在新泽西州帕拉默斯。,美国新泽西州帕拉默斯4号线东210,1928-12-31,1969-10-07,房地产信托投资基金,
美股,ALXN.NASDAQ,亚力兄制药,亚力兄制药,,,亚力兄制药公司,"Alexion Pharmaceuticals, Inc.",http://www.alexion.com,亚力兄制药公司成立于1992年1月28日，是一家生物制药公司，专注于服务严重病和罕见病的患者，他们通过开发和销售治疗产品转变病患的生活。其销售的产品Soliris(eculizumab)是第一个也是唯一一个批准用于治疗两种特别稀少的严重失调症，由不受控制补体成分的免疫系统进行慢性激活：阵发性夜间血红蛋白尿症(PNH)，这是一种特别稀少、危及生命的血液疾病；以及非典型的溶血性尿毒综合征(aHUS)，这是一种特别稀少、危及生命的遗传疾病。该公司还为Soliris评估其对其他疾病的治疗功能，不受控制的补体慢性激活是其成药主要机制。它正与其他生物技术产品一起进行开发，主要治疗严重失调罕见病。,美国康乃狄克州柴郡诺特路352号,1992-12-31,1996-02-29,生物技术和制药,
美股,AM.NYSE,美国贺卡,美国贺卡公司,,,,Antero Midstream Corp.,http://www.anteromidstream.com,美国贺卡公司从事日常和季节性贺卡等产品的设计，制造和在美国和国际上的和销售。它提供贺卡，礼品包装，派对用品，文具，礼品包装和盒装卡，礼品，以及定制店内的显示装置。美国贺卡公司始建于1906年，总部设在美国俄亥俄州克里夫兰市。,美国俄亥俄州克里夫兰市美国大道1号,2017-01-27,2017-05-04,家庭产品/用品,
美股,AMAG.NASDAQ,AMAG制药,AMAG制药公司,,,,"AMAG Pharmaceuticals, Inc.",http://www.amagpharma.com,AMAG制药公司是一家生物制药公司，从事开发和销售治疗缺铁性贫血（IDA）的药物。该公司的主要产品包括供静脉注射（IV）使用的Feraheme（ferumoxytol）。该公司还在加拿大，欧盟和瑞士销售Feraheme。该公司成立于1981年，总部设在美国马萨诸塞州列克星敦。,美国马萨诸塞州列克星敦海登大道100号,1981-12-31,2006-06-27,生物技术,
美股,AMAT.NASDAQ,应用材料,应用材料公司,,,应用材料公司,"Applied Materials, Inc.",http://www.appliedmaterials.com,应用材料公司于1987年3月18日注册成立，为全球半导体、平板显示器、太阳能光伏发电及相关行业提供制造设备、服务和软件。应用材料公司的客户包括半导体薄片和芯片、平板液晶显示器、太阳能光伏电池和模块以及其他电子设备的制造商。这些客户可以使用他们自己制造的终端产品或出售给其他公司，用于先进的电子元件。应用材料公司包括四个分支：硅系统集团、应用全球服务、显示、能源与环境解决方案。2011年11月，本公司收购瓦里安半导体公司。,"3050 Bowers Avenue,P.O. Box 58039 SANTA CLARA  CA  95054-3299",1967-12-31,1972-10-01,半导体,
美股,AMBA.NASDAQ,安霸,安霸股份有限公司,,,安霸股份有限公司,"Ambarella, Inc.",http://www.ambarella.com,"Ambarella, Inc. engages in the development and sale of video compression, image processing, and computer vision solutions. It offers processors and software that cater to end markets including security cameras, automotive cameras, industrial and robotic applications, and consumer applications. The company was founded by Feng Ming Wang and Leslie D. Kohn on January 15, 2004 and is headquartered in Santa Clara, CA.",3101 Jay Street  Santa Clara,2004-01-15,2012-10-10,半导体,
美股,AMBO.NYSE,安博教育,安博教育集团,,,,Ambow Education Holding Ltd.,http://www.ambow.net,安博教育是安博教育集团的简称，是一家“以学习者为中心”面向个人及机构提供学习和教育服务的机构，致力于通过技术方案、教育服务和创新资源，完善个体终生学习和学习型组织的发展进程。美国东部时间2010年8月5日10:06(北京时间8月5日22:06)，安博教育(NYSE:AMBO)在美国纽交所挂牌上市，首日开盘价10美元。2014年5月16日纽交所决定展开法律程序对安博教育进行摘牌。2014年5月19日起，安博教育的股票暂停交易，股票退至OTCBB，即场外柜台交易系统交易，股票代码更改为AMBOY。2018年5月31日安博教育宣布公开发行定价，2018年6月1日在纽交所麾下美国证券交易所挂牌上市，股票代码“AMBO”。,北京石景山区金融街长安中心1号楼12层,,,,
美股,AMC.NYSE,AMC院线,AMC院线公司,,,AMC院线控股公司,"AMC Entertainment Holdings, Inc.",http://www.amctheatres.com,"AMC Theatres® delivers distinctive and affordable movie-going experiences throughout the United States. We maintain a significant presence in the top 50 DMAs, including the number one or two market share in each of the top 15 DMAs, which includes New York, Los Angeles, Chicago, Philadelphia, San Francisco, Atlanta and Dallas. The company operates 22 of the 50 highest grossing theatres in the United States, including four of the top five. AMC has propelled industry innovation and continues today by delivering premium sight and sound, enhanced food and beverage and diverse content to an engaged audience in state-of-the-art buildings.",One AMC Way 11500 Ash Street Leawood,2007-06-06,2013-12-18,电影与娱乐,
美股,AMCC.NASDAQ,应用微电路,应用微电路公司,,,,Applied Micro Circuits Corp.,http://www.apm.com,应用微电路公司是下一代云基础设施和数据中心的计算和连接解决方案的全球领跑者。应用微电路公司提供硅解决方案，大幅降低总拥有成本。应用微电路公司始建于1979年，总部设在加利福尼亚州森尼韦尔。,美国加利福尼亚州森尼韦尔莫菲特公园大路215,,,半导体,
美股,AMCN.NASDAQ,航美传媒,航美传媒,,,,"AirMedia Group, Inc.",http://www.airmedia.net.cn,"航美传媒（AirMedia）是专业经营机场及机载电视系统的传媒机构，打造了覆盖北京、上海、广州等全国53家主要机场和国航、东航、南航等9家航空公司机载电视系统的“中国航空数字媒体网”。2007年11月，航美传媒成功登陆美国纳斯达克，成为中国第一家在纳斯达克上市的航空数字媒体网运营商。 基于对航空旅客生活形态的深入研究，航美传媒将多元化的媒体形式有机地置于机场人群密集停留区域，如候机大厅、安检区、登机区、行李区、到达大厅等。除此之外, 航美传媒以“愉悦您的旅程”为核心经营理念，透过丰富的节目内容为旅客创造轻松的旅行感受。从进入出发地机场、登机、再到整个飞行过程，直至离开目的地机场，航美传媒始终致力于为航空旅客提供轻松、愉悦的优秀节目。节目播出设备也由最初的机载电视和户外大屏幕，逐步开发出诸如数码灯箱、立体电视等多元化媒介表现形式，极大地提升了航美媒体内容的整体视觉冲击力。 在节目内容选择上，精选国内、国际著名制作公司和通讯社进行合作，如：CCTV、国家气象局、FTV、JUST FOR LAUGHS、WORLD WIDE、STAR TV、福克斯等，播出的娱乐、旅游、体育等短版优秀内容受到广大航空旅客的普遍欢迎。2008年北京奥运会即将到来，航美传媒将及时奉上相关的奥运节目，为国内外旅客全面而及时地了解即时奥运信息提供方便。 得天独厚的媒体环境，自动聚拢高消费人群的媒体平台，带来了突出的品牌传播效应。航美传媒吸引了众多国内外知名品牌，目前航美广告客户包括：奥迪、中国移动、中国联通、东风雪铁龙、长城葡萄酒、海尔、日立、联想、雷克萨斯、LG、蒙牛、诺基亚、三星和上海大众等。 航美传媒总部设于北京，在上海、广州、深圳和成都开设了分公司，并且在全国20多个主要城市设有办事处。航美传媒已发展成一支近500人的专业传媒人才队伍。",北京市东城区东直门外大街46号天恒大厦17层,,,广告,
美股,AMCX.NASDAQ,AMC网络,AMC网络公司,,,,"AMC Networks, Inc.",http://www.amcnetworks.com,AMC网络公司拥有并运营有线电视品牌为观众提供节目，并为美国和其他国家的分销商和广告商提供平台。该公司有两个分部组成：全国网络，以及国际和其他。公司始建于1980年，总部设在纽约，纽约。,美国纽约佩恩广场11号,2011-03-09,2011-07-01,媒体内容,
