title,abstract,market_type,media_source,url,publish_time,section_tags,event_tags,assets_id,sentiment,attention
【计算机-中科创达(300496)】：技术为本，生态为王-20200418,原标题：【计算机-中科创达(300496)】：技术为本，生态为王-20200418来源：云掌财经、通用、福特等。我们认为，智能网联汽车业务是公司业绩的主要驱动力和未来的核心看点。智能物联网业务：5G带动下游物联网应用产品需求增加。,A股,新浪财经,https://finance.sina.com.cn/stock/relnews/cn/2020-04-20/doc-iirczymi7307264.shtml,2020-04-20 11:15:00,电脑与外围设备,金融服务关联交易,300496.XSHE,0,2
中科创达、佳发教育、贝瑞基因等股被多家机构扎堆调研,近5个交易日（4月13日至4月17日）两市约19家公司被机构调研，共有10家公司获20家以上机构扎堆调研。中科创达最受关注，参与调研的机构达到114家；佳发教育被84家机构调研，榜单中排名第二；贝瑞基因、千方科技等分别被67家、44家机构调研。机构调研次数来看，珠海港机构调研最为密集，共获机构2次调研。,A股,中国基金报,http://www.chnfund.com/article/AR2020042010000228924314,2020-04-20 9:46:00,非银金融,调研交流,300496.XSHE,0,2
中科创达、超图软件、普洛药业等股被多家机构调研,近5个交易日（4月10日至4月16日）两市约29家公司被机构调研，中科创达最受关注，参与调研的机构达到114家；超图软件被104家机构调研，榜单中排名第二；普洛药业、佳发教育等分别被95家、84家机构调研。机构调研次数来看，有3家公司被机构调研2次，分别是超图软件、利亚德、卫星石化等，机构调研最为密集。近5日机构调研股一览。,A股,中国基金报,http://www.chnfund.com/article/AR2020041710000570908255,2020-04-17 9:57:00,应用软件,调研交流,300496.XSHE,0,2
中科创达：2020一季度归母净利润同比增长32.4%，约为6697万元,原标题：中科创达：2020一季度归母净利润同比增长32.4%，约为6697万元来源：新浪于2020年4月14日披露一季报，公司2020年一季度实现营业总收入4.4亿，同比增长32%；实现归母净利润6696.9万，同比增长32.4%；每股收益为0.17元。报告期内，公司毛利率为48.1%，同比提高4.6个百分点，净利率为15.3%，同比提高0.5个百分点。注：中科创达于2017年3月03日完成重大资产重组。,A股,新浪财经,https://finance.sina.com.cn/stock/relnews/cn/2020-04-16/doc-iirczymi6623895.shtml,2020-04-16 11:26:00,非银金融,业绩提高,300496.XSHE,1,2
中科创达：公司已开展数字钱包、硬件级数据认证等区块链相关业务,中科创达（300496.SZ）在互动平台回复投资者表示，公司基于在操作系统安全增强和硬件安全等技术方面的技术储备，已经开展数字钱包、硬件级数据认证等区块链相关业务，为数字资产提供全方位安全保障方案，并储备区块链相关技术以应对未来可能的业务。本文链接：https://www.8btc.com/article/583166转载请注明文章出处。,A股,巴比特,https://www.8btc.com/article/583166,2020-04-15 20:02:00,服饰、鞋类与奢侈品,扩大业务领域,300496.XSHE,1,2
中科创达接受114家机构调研：物联网业务需求大幅增加,"中国财富网讯（袁上草）恒生聚源数据显示，2020年4月14日，沪深两市共有10家上市公司公布机构调研情况，共接受230家机构调研。中科创达：物联网业务需求大幅增加中科创达4月14日接受114家机构调研，主要介绍疫情对公司的影响及业务发展情况。中科创达表示，疫情对于全球的企业都是有影响的,公司的客户也会进行一些调整。",A股,中国财富网,http://www.cfbond.com/zclb/detail/20200415/1000200000018451586937374617018442_1.html,2020-04-15 15:56:00,商品化工,调研交流,300496.XSHE,0,2
中科创达(300496)季报点评：疫情影响有限，新年首季迎开门红,原标题：中科创达(300496)季报点评：疫情影响有限，新年首季迎开门红来源：平安证券事项：公布2020年一季报。首个季度，公司实现营收4.42亿元，同比增长32.02%，归母净利润6697万元，同比增长32.35%，扣非后归母净利润4948万元，同比增长18.26%，基本EPS为0.1667元。平安观点：增长势头强劲，现金流大幅改善：一季度，公司实现营收4.42亿元，归母净利润6697万元，相应同比增速分别为32.02%、32.25%，财务表现强势。,A股,新浪财经,https://finance.sina.com.cn/stock/relnews/cn/2020-04-14/doc-iirczymi6293504.shtml,2020-04-14 18:59:00,非银金融,个股上涨,300496.XSHE,1,2
中科创达(300496)季报点评：现金流显著改善、增长强劲、疫情影响有限,原标题：中科创达(300496)季报点评：现金流显著改善、增长强劲、疫情影响有限来源：广发证券2020年第一季度主要财务数据分析年第一季度主要财务数据分析。1、2020年Q1营收4.42亿，同比增长32.0%；归母净利6697万元，同比增长32.4%；扣非归母净利润4948万，同比增长18.3%。其中，智能网联汽车业务大幅增长，且呈持续快速增长趋势。,A股,新浪财经,https://finance.sina.com.cn/stock/relnews/cn/2020-04-14/doc-iircuyvh7761028.shtml,2020-04-14 18:59:00,非银金融,个股上涨,300496.XSHE,1,2
中科创达（300496.SZ）：业绩强势增长，汽车业务卡位优势凸显,原标题：中科创达（300496.SZ）：业绩强势增长，汽车业务卡位优势凸显来源：东北证券事件：2020年4月13日，公司发布2020年一季度业绩报告。一季度实现营业收入4.42亿，同比增长32.02%；实现归母净利润0.67亿元，同比增长32.35%。业绩强势增长，现金流回暖显著。,A股,新浪财经,https://finance.sina.com.cn/stock/relnews/cn/2020-04-14/doc-iircuyvh7690207.shtml,2020-04-14 12:11:00,汽车,业绩提高,300496.XSHE,1,2
GPU板块走强 中科创达涨幅居前,新浪财经讯04月14日消息，截止11:00，GPU板块走强，中科创达等个股涨幅居前。责任编辑：小浪快报。,A股,新浪财经,https://finance.sina.com.cn/stock/snipe/2020-04-14/doc-iircuyvh7664162.shtml,2020-04-14 11:00:00,集成电路,板块上涨,300496.XSHE,1,2
中科创达大涨5.75%，近半年26家券商给予买入建议,中科创达大涨5.75%，近半年26家券商给予买入建议2020-04-1409:42:31中新经纬 中新经纬客户端4月14日电今日(14日)早盘，中科创达(300496)大涨5.75%，报54.03元，成交额13493万元，换手率0.90%，振幅3.72%，量比6.25。 中科创达所在的计算机应用行业，整体涨幅为1.6%。领涨股为京天利(300399)，领跌股为*ST工新(600701)。,A股,中国新闻网,http://www.jwview.com/jingwei/html/04-14/310882.shtml,2020-04-14 9:42:31,非银金融,买入评级,300496.XSHE,1,2
【东吴晨报0414】【行业】银行【个股】万里扬、帝欧家居、拉卡拉、中科创达、中新赛克,来源：东吴研究所欢迎收听东吴晨报在线音频：注：音频如有歧义以正式研究报告为准。 行业银行:三月信贷释放多重积极信号，推荐核心银行事件：1）3月社融5.16万亿，同比多增2.2万亿；3月末社融存量262.24万亿，同比增长11.5%。2）3月金融数据人民币贷款2.85万亿，同比多增1.16万亿；3月末人民币贷款余额160.21万亿，同比增长12.7%（2月末增速12.1%）；人民币存款余额200.99万亿，同比增长9.3%（2月末增速仅8.1%）。,A股,新浪财经,https://finance.sina.com.cn/stock/stockzmt/2020-04-14/doc-iircuyvh7622859.shtml,2020-04-14 7:51:00,机动车零配件与设备,买入评级,300496.XSHE,1,2
3股获买入评级 最新:中科创达,3股获买入评级最新:中科创达时间：2020年04月14日07:20:42&nbsp中财网【07:17中科创达(300496)季报点评：财务指标表现优异三大业务继续加速】 4月14日给予中科创达(300496)买入评级。 风险提示：研发投入效果不及预期；宏观经济影响业务进展；应收账款较高的风险；跨境收购业务整合的风险；下游行业发展不及预期。 该股最近6个月获得机构45次买入评级、12次增持评级、7次买入-A评级、6次推荐评级、2次强烈推荐评级、1次审慎增持评级、1次Outperform评级。,A股,中财网,http://stock.cfi.cn/p20200414000083.html,2020-04-14 7:20:42,非银金融,买入评级,300496.XSHE,1,2
【中科创达：Q1现金流超预期，基本面趋势有望加速向上】天风计算机团队,原标题：【中科创达：Q1现金流超预期，基本面趋势有望加速向上】天风计算机团队来源：兵哥看IT天风计算机沈海兵团队沈海兵/缪欣君/刘雄/刘通/徐骞事件公司发布20年第一季度报告，20Q1营收4.42亿元，同比增长32.02%，归母净利润0.67亿元，同比增长32.35%。1、收入利润增长略超预期，现金流显著超预期公司收入和利润同比增长均约32%，略超市场预期（此前预告收入同比超过30%，利润同比中值在28%）。受益于加强回款控制，公司经营性现金流同比152%，达到约0.62亿元与净利润基本一致。,A股,新浪财经,https://finance.sina.com.cn/stock/relnews/cn/2020-04-13/doc-iircuyvh7593547.shtml,2020-04-13 23:24:00,电脑与外围设备,定期报告分析,300496.XSHE,0,2
[一季报]中科创达:2020年第一季度报告披露的提示性公告,[一季报]中科创达:2020年第一季度报告披露的提示性公告时间：2020年04月13日18:26:58&nbsp中财网原标题:中科创达:关于2020年第一季度报告披露的提示性公告证券代码：300496证券简称：中科创达公告编号：2020-048中科创达软件股份有限公司关于2020年第一季度报告披露的提示性公告本公司及董事会全体成员保证信息披露的内容真实、准确、完整，没有虚假记载、误导性陈述或重大遗漏。中科创达软件股份有限公司《2020年第一季度报告》全文已于2020年4月14日在中国证监会指定创业板信息披露网站：巨潮资讯网（http://www.cninfo.com.cn）予以披露，敬请投资者注意查阅。特此公告中科创达软件股份有限公司董事会2020年4月14日 中财网。,A股,中财网,http://stock.cfi.cn/p20200413001376.html,2020-04-13 18:26:58,非银金融,年报披露提示,300496.XSHE,0,2
中科创达:第三届董事会第十八次会议决议,中科创达:第三届董事会第十八次会议决议时间：2020年04月13日18:26:55&nbsp中财网原标题:中科创达:关于第三届董事会第十八次会议决议的公告中科创达软件股份有限公司关于第三届董事会第十八次会议决议的公告本公司及董事会全体成员保证信息披露的内容真实、准确、完整，没有虚假记载、误导性陈述或重大遗漏。中科创达软件股份有限公司（以下简称“公司”）于2020年4月2日以邮件、专人送达的方式向全体董事发出召开第三届董事会第十八次会议的通知。会议于2020年4月13日以现场加通讯表决的方式召开。,A股,中财网,http://stock.cfi.cn/p20200413001374.html,2020-04-13 18:26:55,非银金融,董事会决议,300496.XSHE,0,2
中科创达:第三届监事会第十七次会议决议,中科创达:第三届监事会第十七次会议决议时间：2020年04月13日18:26:55&nbsp中财网原标题:中科创达:关于第三届监事会第十七次会议决议的公告中科创达软件股份有限公司关于第三届监事会第十七次会议决议的公告本公司及监事会全体成员保证信息披露的内容真实、准确、完整，没有虚假记载、误导性陈述或重大遗漏。中科创达软件股份有限公司（以下简称“公司”）于2020年4月2日以邮件、专人送达的方式向全体监事发出召开第三届监事会第十七次会议的通知。会议于2020年4月13日以现场加通讯表决的方式召开。,A股,中财网,http://stock.cfi.cn/p20200413001373.html,2020-04-13 18:26:55,非银金融,监事会决议,300496.XSHE,0,2
中科创达：一季度净利润同比增长32.35%,中科创达公告，一季度总营收为4.42亿元，同比增长32.02%；净利润为6696.86万元，同比增长32.35%。业绩增长的主要原因是，公司营业收入保持持续增长，其中智能软件业务稳中有升，智能网联汽车业务大幅增长，且呈持续快速增长趋势，智能物联网业务亦呈现增长势头。,A股,亿欧网,https://www.iyiou.com/breaking/45246.html,2020-04-13 18:26:03,非银金融,业绩提高,300496.XSHE,1,2
中科创达(300496.SZ)：一季度净利升32.35%至6696.86万元,格隆汇4月13日丨中科创达(300496.SZ)披露2020年第一季度报告，实现营业总收入4.42亿元，同比增长32.02%；归属于上市公司股东的净利润6696.86万元，同比增长32.35%；归属于上市公司股东的扣除非经常性损益的净利润4947.93万元，同比增长18.26%；基本每股收益0.1667元。,A股,格隆汇,https://www.gelonghui.com/news/334889,2020-04-13 18:05:55,非银金融,个股上涨,300496.XSHE,1,2
专访中科创达：构建以汽车智能操作系统为核心的生态圈,原标题：专访中科创达：构建以汽车智能操作系统为核心的生态圈来源：盖世汽车资讯汽车已经成为下一个智能终端，而在汽车智能化过程中，操作系统尤为关键。正因如此，一些此前在智能手机业务布局操作系统的企业，也以此为切口将业务延伸至智能汽车领域，计划打造满足智能汽车需求的操作系统。例如黑莓，2016年该公司宣布退出手机市场，全面转型为软件和服务供应商。,A股,新浪财经,https://finance.sina.com.cn/stock/relnews/cn/2020-04-13/doc-iirczymi5946781.shtml,2020-04-13 7:00:00,电子制造,定期报告分析,300496.XSHE,1,2
中科创达大跌5.9%，近5日共流出1.02亿,中科创达大跌5.9%，近5日共流出1.02亿2020-04-1015:46:45中新经纬 中新经纬客户端4月10日电截至发稿，中科创达(300496)大跌5.9%报53.12元，成交额6.7亿元，换手率4.35%，振幅4.96%，量比1.22。 中科创达所在的计算机应用行业，整体跌幅为4.03%。领涨股为海联金汇(002537)，领跌股为银之杰(300085)。,A股,中新经纬,http://www.jwview.com/jingwei/html/04-10/310172.shtml,2020-04-10 15:46:45,非银金融,个股下跌,300496.XSHE,-1,2
中科创达(300496.SZ)：赵鸿飞减持期过半 累计减持280.124万股,格隆汇4月7日丨中科创达(300496.SZ)公布，公司于今日收到实际控制人赵鸿飞出具的《关于减持计划时间过半暨减持进展的告知函》，减持计划时间过半，其累计减持280.124万股，减持比例0.70%。此次减持后，赵鸿飞持有股份1.33亿股，占总股本比例32.96%。,A股,格隆汇,https://www.gelonghui.com/news/332205,2020-04-07 20:08:02,非银金融,股东减持,300496.XSHE,-1,2
中科创达携手亚马逊云服务(AWS) 加速智慧工业AI部署,"摘要： 6月4日，在亚马逊云服务(AWS)中国区域推出Amazon SageMaker机器学习服务之际，中科创达(ThunderSoft)率先宣布，已经将Amazon SageMaker集成到了中科创达智慧工业ADC (Automatic Defect Classification) 系统,让制造业客户可以在工业生产中轻松获得AI质检能力。",A股,中国机经网,http://www.mei.net.cn/yqyb/202006/1591337441.html,2020-06-05 14:00:00,IT服务,新产品发布,300496.XSHE,1,2
中科创达智慧工业ADC系统宣布集成Amazon SageMaker,讯6月4日消息，此前亚马逊云服务(AWS)中国区域推出了AmazonSageMaker机器学习服务，近日，中科创达（300496）(ThunderSoft)宣布已将AmazonSageMaker集成到了中科创达智慧工业ADC(AutomaticDefectClassification)系统。 对此，合作双方接受了媒体采访，详解了项目规划和系统背后的运营思路，据介绍，通过AmazonSageMaker的弹性Notebook、实验管理、自动模型创建、模型调试分析，以及模型概念漂移检测等特性，中科创达将加速智能制造的落地进程，帮助企业在节约人力的同时，提升产品良率，释放产能，提高竞争能力。 资料显示，中科创达在2018年推出了工业视觉检测一站式解决方案——智慧工业ADC系统。,A股,同花顺,http://stock.10jqka.com.cn/20200604/c620776724.shtml,2020-06-04 18:14:42,IT服务,新产品发布,300496.XSHE,1,2
中科创达携手亚马逊云服务（AWS） 加速智慧工业AI部署 ADC系统全面集成Amazon ...,"原标题：中科创达携手亚马逊云服务（AWS）加速智慧工业AI部署ADC系统全面集成Amazon...来源：199IT原标题：中科创达携手亚马逊云服务（AWS）加速智慧工业AI部署ADC系统全面集成AmazonSageMaker2020年6月4日，在亚马逊云服务（AWS）中国区域推出AmazonSageMaker机器学习服务之际，中科创达（ThunderSoft）率先宣布，已经将AmazonSageMaker集成到了中科创达智慧工业ADC(AutomaticDefectClassification)系统,让制造业客户可以在工业生产中轻松获得AI质检能力，通过AmazonSageMaker的弹性Notebook、实验管理、自动模型创建、模型调试分析，以及模型概念漂移检测等强大特性，中科创达将加速智能制造的落地进程，帮助企业以更少的工作量和更低的成本更快地投入生产，在节约人力的同时，提升产品良率，释放产能，提高竞争能力。当前，以人工智能、大数据、物联网为标志的第四次工业革命方兴未艾，世界已步入智能化时代。今年以来，国家出台了多项加快新基建发展的政策和措施，进一步带动了5G、人工智能与工业领域的融合创新。",A股,新浪财经,https://finance.sina.com.cn/stock/relnews/cn/2020-06-04/doc-iirczymk5208002.shtml,2020-06-04 13:05:00,IT服务,战略合作,300496.XSHE,1,2
中科创达携手亚马逊云服务（AWS） 加速智慧工业AI部署 ADC系统全面集成Amazon SageMaker,"原标题：中科创达携手亚马逊云服务（AWS）加速智慧工业AI部署ADC系统全面集成AmazonSageMaker2020年6月4日，在亚马逊云服务（AWS）中国区域推出AmazonSageMaker机器学习服务之际，中科创达（ThunderSoft）率先宣布，已经将AmazonSageMaker集成到了中科创达智慧工业ADC(AutomaticDefectClassification)系统,让制造业客户可以在工业生产中轻松获得AI质检能力，通过AmazonSageMaker的弹性Notebook、实验管理、自动模型创建、模型调试分析，以及模型概念漂移检测等强大特性，中科创达将加速智能制造的落地进程，帮助企业以更少的工作量和更低的成本更快地投入生产，在节约人力的同时，提升产品良率，释放产能，提高竞争能力。当前，以人工智能、大数据、物联网为标志的第四次工业革命方兴未艾，世界已步入智能化时代。今年以来，国家出台了多项加快新基建发展的政策和措施，进一步带动了5G、人工智能与工业领域的融合创新。",A股,新浪科技,https://tech.sina.com.cn/roll/2020-06-04/doc-iirczymk5205288.shtml,2020-06-04 12:52:00,IT服务,战略合作,300496.XSHE,1,2
中科创达智慧工业ADC系统全面集成Amazon SageMaker,"2020年6月4日,在亚马逊云服务(AWS)中国区域推出AmazonSageMaker机器学习服务之际,中科创达(ThunderSoft)率先宣布,已经将AmazonSageMaker集成到了中科创达智慧工业ADC(AutomaticDefectClassification)系统,让制造业客户可以在工业生产中轻松获得AI质检能力,通过AmazonSageMaker的弹性Notebook、实验管理、自动模型创建、模型调试分析,以及模型概念漂移检测等强大特性,中科创达将加速智能制造的落地进程,帮助企业以更少的工作量和更低的成本更快地投入生产,在节约人力的同时,提升产品良率,释放产能,提高竞争能力。 当前,以人工智能、大数据、物联网为标志的第四次工业革命方兴未艾,世界已步入智能化时代。今年以来,国家出台了多项加快新基建发展的政策和措施,进一步带动了5G、人工智能与工业领域的融合创新。",A股,中国经济新闻网,http://www.cet.com.cn/xwsd/2570522.shtml,2020-06-04 10:33:36,调查和咨询服务,新产品发布,300496.XSHE,1,2
中科创达（300496）2020年分红方案,"中科创达（300496）2020年02月27日公告分红方案10派1.30元(含税)，股权登记日--，派息日--，方案进度董事会预案。 中科创达（300496）公司简介：中科创达软件股份有限公司是全球领先的智能平台技术提供商。自2008年成立以来,公司致力于提供卓越的智能终端操作系统平台技术及解决方案,助力并加速智能手机、智能物联网、智能汽车等领域的产品化与技术创新。",A股,南方财富网,http://www.southmoney.com/gupiao/chuangyeban/202006/5857854.html,2020-06-03 14:40:00,IT服务,权益分派,300496.XSHE,1,2
2020年06月02日中科创达(300496)价格是多少？,以下是南方财富网为您提供的今日中科创达(300496)价格行情查询：2020年06月02日中科创达（300496）价格查询最新价涨跌额59.380-0.660数据来源时间:2020-06-0210:54:54数据仅供参考，交易时请以成交价为准。 南方财富网微信号：南方财富网。,A股,南方财富网,http://www.southmoney.com/gupiao/chuangyeban/202006/5842818.html,2020-06-02 10:56:00,IT服务,定期报告分析,300496.XSHE,1,2
中科创达是做什么的？一文看懂中创科达公司怎么样,中科创达（300496） 公司是全球领先的智能平台技术提供商，致力于提供移动智能终端操作系统产品的研发、销售及提供相关技术服务，最早是安卓底层系统的研发，后来随着物联网、车联网的发展逐步拓展业务线至智能软件、网联汽车、智能物联网（智能相机、VR/AR、机器人、工业IoT、无人机等）等领域。 十年来多次获得CES创新奖，并荣登“福布斯中国上市公司潜力企业榜”。公司对Android、Linux、Windows和HTML5等操作系统技术持续进行研发投入与创新，形成了从硬件驱动、操作系统内核、中间件到上层应用全面的技术体系。,A股,南方财富网,http://www.southmoney.com/caijing/caijingyaowen/202006/5839482.html,2020-06-01 17:04:00,IT服务,定期报告分析,300496.XSHE,1,2
中科创达:对《关于请做好中科创达软件非公开发行股票发审委会议准备工作的函》回复,中科创达:对《关于请做好中科创达软件非公开发行股票发审委会议准备工作的函》回复时间：2020年05月25日20:21:01&nbsp中财网原标题:中科创达:关于对《关于请做好中科创达软件非公开发行股票发审委会议准备工作的函》回复的公告证券代码：300496证券简称：中科创达公告编号：2020-054中科创达软件股份有限公司关于对《关于请做好中科创达软件非公开发行股票发审委会议准备工作的函》回复的公告本公司及董事会全体成员保证信息披露的内容真实、准确、完整，没有虚假记载、误导性陈述或重大遗漏。中科创达软件股份有限公司（以下简称“公司”）于近日收到中国证券监督管理委员会（以下简称“中国证监会”）出具的《关于请做好中科创达软件非公开发行股票发审委会议准备工作的函》（以下简称“告知函”）。根据要求，公司会同相关中介机构对《告知函》所列问题进行了认真研究，逐项回复，现根据要求对《告知函》回复公开披露，具体内容详见同日在巨潮资讯网上披露的《中科创达和招商证券股份有限公司关于公司创业板非公开发行股票发审委会议准备工作告知函的回复》。,A股,中财网,http://stock.cfi.cn/p20200525001753.html,2020-05-25 20:21:01,应用软件,非公开发行限售股上市,300496.XSHE,1,2
中科创达：公司面向智能物联网市场推出 TurboX 智能大脑平台产品以及 TurboX Cloud 智能物联网云平台产品,同花顺（300033）金融研究中心5月23日讯，有投资者向中科创达（300496）提问，最近公司公众号上介绍的内容很多都是与Arm合作的项目，请问公司发力物联网的进展如何？项目落地是否达到或者超过预期？预计二季度和下半年物联网这块的增幅是否会有新的提升？谢谢！ 公司回答表示，公司的智能行业业务一直在持续落地并产生营收的过程中。公司面向智能物联网市场推出TurboX智能大脑平台产品以及TurboXCloud智能物联网云平台产品，主要应用领域包括安全监护、养老看护、环保监护、物流交通、园区管理、智能楼宇等多个场景。关于二季度业绩情况，请您关注公司定期公告内容，感谢您的关注！关注同花顺财经（ths518），获取更多机会责任编辑：cyf。,A股,同花顺,http://yuanchuang.10jqka.com.cn/20200525/c620432822.shtml,2020-05-25 7:56:10,计算机应用,新产品发布,300496.XSHE,1,2
中科创达：作为华为的专业技术供应商 公司与华为及海思在物联网和智能汽车等多个领域均有合作,同花顺（300033）金融研究中心5月23日讯，有投资者向中科创达（300496）提问，请问对于日益紧张的中美关系国产替代必定是以后的趋势公司如何看待这种变化如何布局与华为的合作是否应该更加紧密 公司回答表示，作为华为的专业技术供应商，公司与华为及海思在物联网和智能汽车等多个领域均有合作。公司的操作系统产品和技术面向各种智能终端、面向产业链上下游各类厂商、面向全球各个国家和地区的客户。各终端厂商会根据市场需求选择芯片平台，公司与全球知名芯片厂商如高通、三星、海思、NXP均有合作。,A股,同花顺,http://yuanchuang.10jqka.com.cn/20200525/c620432702.shtml,2020-05-25 7:12:12,汽车,战略合作,300496.XSHE,1,2
中科创达（300496）股东排名：中科创达十大股东查询,"中科创达（300496）股票十大股东： 截止2019年12月31日股东名次1，股东名称赵鸿飞，股份类型流通A股,限售流通A股，持股数（股）135,480,723，占总股本持股比例33.66%，增减（股）不变，变动比例--。 截止2019年12月31日股东名次2，股东名称越超有限公司，股份类型流通A股，持股数（股）20,892,263，占总股本持股比例5.19%，增减（股）-635000，变动比例-2.95%。 截止2019年12月31日股东名次3，股东名称香港中央结算有限公司，股份类型流通A股，持股数（股）18,279,575，占总股本持股比例4.54%，增减（股）13606577，变动比例291.17%。",A股,南方财富网,http://www.southmoney.com/gupiao/chuangyeban/202005/5761072.html,2020-05-21 16:17:00,证券,股东大会资料,300496.XSHE,0,2
中科创达：研发中心遍布全球 构建全球化业务布局,中国财富网讯（袁上草）恒生聚源数据显示，2020年5月19日，沪深两市共有51家上市公司公布机构调研情况，共接受680家机构调研。中科创达：构建全球化业务布局中科创达5月18日接受86家机构调研，主要介绍公司业务发展情况。中科创达表示，智能网联汽车是5G赋能的一个重要领域，AI的兴起和逐渐普及也对汽车、手机和IoT产生影响。,A股,中国财富网,http://www.cfbond.com/zclb/detail/20200520/1000200000018451589967142551821807_1.html,2020-05-20 17:32:00,计算机应用,投资布局,300496.XSHE,1,2
【沪深股通】中科创达5月19日获外资买入0.60%股份,同花顺（300033）数据显示，2020年5月19日，中科创达（300496）获外资买入168.57万股，占流通盘0.60%，上榜陆股通日增仓前十。截至目前，陆股通持有中科创达1269.34万股，占流通股4.48%，累计持股成本24.37元，持股盈利151.46%。 中科创达最近5个交易日下跌4.43%，陆股通累计净买入278.44万股，占流通盘0.98%，区间平均买入价62.19元；最近20个交易日上涨7.36%，陆股通累计净卖出33.82万股，占流通盘-0.12%，区间平均卖出价60.20元；最近60个交易日下跌4.52%，陆股通累计净卖出391.36万股，占流通盘-1.38%，区间平均卖出价61.09元。,A股,同花顺,http://yuanchuang.10jqka.com.cn/20200520/c620293006.shtml,2020-05-20 8:01:03,非银金融,机构增持,300496.XSHE,1,2
中科创达大涨6.11%，报60.80元,中科创达大涨6.11%，报60.80元2020-05-1913:03:50中新经纬 中新经纬客户端5月19日电截至发稿，中科创达(300496)大涨6.11%，报60.80元，成交额69685万元，换手率4.09%，振幅4.45%，量比2.01。 中科创达所在的计算机应用行业，整体涨幅为1.44%。领涨股为金现代(300830)，领跌股为*ST索菱(002766)。,A股,中国新闻网,http://www.jwview.com/jingwei/html/05-19/320074.shtml,2020-05-19 13:03:50,非银金融,个股上涨,300496.XSHE,1,2
快讯：无人驾驶板块异动 中科创达大涨6%,热点栏目自选股数据中心行情中心资金流向模拟交易客户端 新浪财经讯5月19日消息，无人驾驶板块异动，截至发稿，中科创达大涨6%，路畅科技涨5%，浙江世宝、四维图新、联创电子等纷纷拉升。海量资讯、精准解读，尽在新浪财经APP责任编辑：田原。,A股,新浪财经,https://finance.sina.com.cn/stock/gujiayidong/2020-05-19/doc-iirczymk2387769.shtml,2020-05-19 10:54:00,汽车服务,板块上涨,300496.XSHE,1,2
中科创达大涨5.5%，近5日共流出35197.31万元,中科创达大涨5.5%，近5日共流出35197.31万元2020-05-1909:42:18中新经纬 中新经纬客户端5月19日电19日早盘，中科创达(300496)大涨5.5%，报60.45元，成交额21839万元，换手率1.29%，振幅3.00%，量比9.64。 中科创达所在的计算机应用行业，整体涨幅为0.91%。领涨股为金现代(300830)，领跌股为京北方(002987)。,A股,中国新闻网,http://www.jwview.com/jingwei/html/05-19/319989.shtml,2020-05-19 9:42:18,非银金融,个股上涨,300496.XSHE,1,2
中科创达（300496）股票股本结构,"中科创达（300496）股份流通受限总股本数值（万股）40,251.51，总股本占比100.00%，其中未流通股份数值（万股）--，未流通股份占比--；流通受限股份数值（万股）11,932.38，流通受限股份占比29.64%；已流通股份数值（万股）28,319.13，已流通股份占比70.36%。流通股份合计数值（万股）28,319.13，流通股份合计占比100.00%，其中已上市流通A股数值（万股）28,319.13，已上市流通A股占比100.00%；已上市流通B股数值（万股）--，上市流通B股占比--；境外上市流通股数值（万股）--，境外上市流通股占比--；其它已流通股份数值（万股）--，其它已流通股份占比--。 本站数据均为参考数据，不具备市场交易依据。",A股,南方财富网,http://www.southmoney.com/gupiao/chuangyeban/202005/5728240.html,2020-05-18 14:07:00,证券,股本结构,300496.XSHE,1,2
国产操作系统板块走弱 中科创达等多股纷纷下跌,据最新消息显示，国产操作系统板块走弱，中科创达（300496）股价大跌超过6%，飞天诚信（300386）跌逾4%，神思电子（300479）、中新赛克（002912）等个股也纷纷下挫。那么，国产操作系统板块股票都有哪些呢？下面就给投资者们讲一讲吧。国产操作系统板块5月18日早盘，国产操作系统板块走弱，中科创达（300496）、实达集团（600734）、恒宝股份（002104）股价大跌超过6%，飞天诚信（300386）跌逾4%，洲明科技（300232）、恒银金融（603106）、国美通讯（600898）跌幅超过2%，神思电子（300479）、中新赛克（002912）等个股也有不同程度的下挫。,A股,股城网,https://stock.gucheng.com/202005/3903115.shtml,2020-05-18 11:07:14,IT服务,板块下跌,300496.XSHE,1,2
中科创达大跌7.09%，成交额28302万元,中科创达大跌7.09%，成交额28302万元2020-05-1809:53:19中新经纬 中新经纬客户端5月18日电 今日早盘，中科创达(300496)大跌7.09%，报59.00元，成交额28302万元，换手率1.64%，振幅5.98%，量比8.33。 中科创达所在的计算机应用行业，整体跌幅为1.27%。领涨股为金现代(300830)，领跌股为东华软件(002065)。,A股,中国新闻网,http://www.jwview.com/jingwei/html/05-18/319624.shtml,2020-05-18 9:53:19,非银金融,个股下跌,300496.XSHE,1,2
中科创达（300496）董事长介绍,中科创达（300496）董事长赵鸿飞，董秘王焕欣，法人代表赵鸿飞。 截止2019年12月31日股东人数（户）3.84万，较上期变化（%）-10.80，人均流通股（股）7368.4，较上期变化（%）12.31，筹码集中度非常集中，股价（元）45.14，人均持股金额（元）33万，前十大股东持股合计（%）54.03，前十大流通股东持股合计（%）24.97。 本站数据均为参考数据，不具备市场交易依据。,A股,南方财富网,http://www.southmoney.com/gupiao/chuangyeban/202005/5715122.html,2020-05-15 15:45:00,非银金融,定期报告分析,300496.XSHE,1,2
